"row","math_score","WEALTH","ST28Q01"
"1990",519.624713157895,2.16,"201-500 books "
"1991",660.489415789474,1.5,"More than 500 books"
"1992",606.148268421053,2.78,"201-500 books "
"1993",430.600355263158,0.88,"26-100 books "
"1994",452.070331578947,1.62,"26-100 books "
"1995",414.783823684211,2.12,"26-100 books "
"1996",396.195902631579,0.0800000000000001,"26-100 books "
"1997",552.094118421053,0.93,"26-100 books "
"1998",444.428542105263,2.72,"26-100 books "
"1999",736.403028947368,-0.32,"26-100 books "
"2000",431.342392105263,2.09,"26-100 books "
"2001",438.7382,1.39,"0-10 books "
"2002",513.175928947368,2.44,"0-10 books "
"2003",393.207255263158,1,"0-10 books "
"2004",630.414228947368,1.4,"26-100 books "
"2005",452.336818421053,1.18,"26-100 books "
"2006",599.945473684211,1.4,"26-100 books "
"2007",430.538860526316,1.11,"11-25 books "
"2008",664.769476315789,3.2,"201-500 books "
"2009",417.428113157895,-0.04,"0-10 books "
"2010",417.165726315789,0.2,"0-10 books "
"2011",341.17012631579,1.83,"26-100 books "
"2012",514.217255263158,2.31,"101-200 books "
"2013",540.516628947368,1.65,"26-100 books "
"2014",520.231468421053,2.16,"201-500 books "
"2015",409.753528947368,2.79,"11-25 books "
"2016",437.373013157895,1.26,"0-10 books "
"2017",533.977665789474,-0.21,"26-100 books "
"2018",459.994994736842,2.92,"11-25 books "
"2019",508.108736842105,2.44,"101-200 books "
"2020",388.763205263158,0.53,"101-200 books "
"2021",504.988889473684,2.11,"26-100 books "
"2022",414.259060526316,0.47,"26-100 books "
"2023",476.787260526316,0.54,"11-25 books "
"2024",443.350336842105,1.28,"26-100 books "
"2025",414.644431578947,-0.04,"11-25 books "
"2026",422.212426315789,2.22,"0-10 books "
"2027",426.857352631579,1.65,"11-25 books "
"2028",229.679563157895,-0.0499999999999998,"0-10 books "
"2029",657.517144736842,0.74,"26-100 books "
"2030",527.688763157895,2.04,"101-200 books "
"2031",609.801084210526,2.73,"26-100 books "
"2032",256.413521052632,1.35,"0-10 books "
"2033",539.721302631579,1.4,"26-100 books "
"2034",551.155297368421,3.12,"26-100 books "
"2035",652.30237631579,2.08,"More than 500 books"
"2036",496.568171052632,3.46,"101-200 books "
"2037",451.270897368421,2.85,"26-100 books "
"2038",445.695344736842,0.39,"0-10 books "
"2039",407.236331578947,2.67,"11-25 books "
"2040",337.898592105263,1.83,"0-10 books "
"2041",374.730047368421,1.56,"101-200 books "
"2042",546.346363157895,2.57,"11-25 books "
"2043",546.32177368421,3.18,"More than 500 books"
"2044",373.147565789474,0.23,"11-25 books "
"2045",544.517915789474,1.16,"201-500 books "
"2046",502.119128947368,1.89,"101-200 books "
"2047",408.732705263158,0.43,"11-25 books "
"2048",438.303642105263,1.78,"26-100 books "
"2049",364.468560526316,0.65,"26-100 books "
"2050",443.202744736842,2.15,"26-100 books "
"2051",402.074844736842,-0.41,"201-500 books "
"2052",571.395368421053,2.13,"26-100 books "
"2053",328.891618421053,-0.27,"11-25 books "
"2054",562.433481578947,2.8,"26-100 books "
"2055",382.40052368421,0.84,"0-10 books "
"2056",481.645363157895,1.43,"201-500 books "
"2057",445.527263157895,0.03,"26-100 books "
"2058",468.977376315789,1.34,"101-200 books "
"2059",596.743631578947,2.48,"201-500 books "
"2060",398.791005263158,2.31,"101-200 books "
"2061",557.505678947368,2.72,"0-10 books "
"2062",506.460676315789,0.88,"0-10 books "
"2063",266.7734,0.15,"0-10 books "
"2064",534.088352631579,1.3,"101-200 books "
"2065",357.978771052632,1.95,"11-25 books "
"2066",397.499605263158,1.36,"11-25 books "
"2067",719.770660526316,1.89,"26-100 books "
"2068",499.392842105263,1.44,"101-200 books "
"2069",597.555363157895,2.17,"101-200 books "
"2070",451.389789473684,0.1,"11-25 books "
"2071",535.941405263158,1.64,"101-200 books "
"2072",461.807055263158,2.09,"0-10 books "
"2073",482.739976315789,2.17,"101-200 books "
"2074",447.941971052632,2.22,"More than 500 books"
"2075",532.399297368421,1.62,"0-10 books "
"2076",425.123192105263,0.27,"11-25 books "
"2077",411.208913157895,2.05,"26-100 books "
"2078",417.046834210526,2.35,"0-10 books "
"2079",434.687728947368,1.3,"More than 500 books"
"2080",531.558855263158,1.58,"11-25 books "
"2081",525.831623684211,-0.02,"26-100 books "
"2082",461.483186842105,2.15,"11-25 books "
"2083",612.961928947368,1.58,"0-10 books "
"2084",671.070671052632,1.87,"201-500 books "
"2085",562.777855263158,1.58,"26-100 books "
"2086",369.888315789474,1.81,"0-10 books "
"2087",359.856423684211,2.16,"26-100 books "
"2088",544.686013157895,3.12,"101-200 books "
"2089",559.850694736842,3.27,"26-100 books "
"2090",490.156278947368,2.04,"11-25 books "
"2091",538.056839473684,1.39,"0-10 books "
"2092",519.259839473684,2.5,"11-25 books "
"2093",501.053197368421,1.69,"11-25 books "
"2094",666.376542105263,3.2,"201-500 books "
"2095",491.398484210526,2.79,"101-200 books "
"2096",386.799465789474,2.05,"0-10 books "
"2097",434.089173684211,1,"11-25 books "
"2098",445.547757894737,1.63,"101-200 books "
"2099",664.404615789474,0.45,"More than 500 books"
"2100",421.126005263158,2.11,"26-100 books "
"2101",558.350215789474,1.65,"101-200 books "
"2102",427.894576315789,1.86,"11-25 books "
"2103",580.607321052632,3.46,"26-100 books "
"2104",630.856992105263,1.71,"201-500 books "
"2105",609.460810526316,1.16,"101-200 books "
"2106",391.727281578947,1.13,"26-100 books "
"2107",264.3218,-1.42,"101-200 books "
"2108",281.273939473684,1.01,"0-10 books "
"2109",470.990318421053,1.89,"26-100 books "
"2110",456.514378947368,2.45,"101-200 books "
"2111",484.646336842105,3.2,"26-100 books "
"2112",625.867697368421,1.69,"11-25 books "
"2113",366.661873684211,1.33,"101-200 books "
"2114",565.975594736842,3.2,"26-100 books "
"2115",477.660484210526,1.64,"26-100 books "
"2116",371.241213157895,0.69,"0-10 books "
"2117",602.503668421053,1.89,"201-500 books "
"2118",448.626605263158,2.13,"11-25 books "
"2119",321.454815789474,2.92,"101-200 books "
"2120",410.142992105263,2.67,"11-25 books "
"2121",436.799055263158,2.15,"26-100 books "
"2122",337.726402631579,0.2,"11-25 books "
"2123",543.402802631579,1.77,"26-100 books "
"2124",373.35665,0.65,"0-10 books "
"2125",733.652142105263,1.71,"More than 500 books"
"2126",582.193902631579,2.13,"26-100 books "
"2127",426.996747368421,0.29,"11-25 books "
"2128",305.638271052632,0.81,"11-25 books "
"2129",416.686060526316,1.42,"11-25 books "
"2130",461.917747368421,0.88,"11-25 books "
"2131",412.278923684211,1.19,"0-10 books "
"2132",508.621194736842,1.28,"101-200 books "
"2133",564.212744736842,2.16,"101-200 books "
"2134",415.603757894737,1.78,"26-100 books "
"2135",413.066057894737,2.88,"26-100 books "
"2136",399.053384210526,-0.48,"101-200 books "
"2137",649.002136842105,3.89,"201-500 books "
"2138",459.699818421053,0.94,"26-100 books "
"2139",516.795939473684,0.98,"201-500 books "
"2140",587.703860526316,1.11,"11-25 books "
"2141",422.384613157895,1.2,"101-200 books "
"2142",479.263455263158,2.07,"26-100 books "
"2143",360.569773684211,1.16,"11-25 books "
"2144",345.441992105263,-1.56,"11-25 books "
"2145",631.057878947368,1.12,"101-200 books "
"2146",273.595242105263,-0.11,"0-10 books "
"2147",398.225255263158,-0.19,"26-100 books "
"2148",535.392044736842,2,"More than 500 books"
"2149",375.812352631579,1.76,"26-100 books "
"2150",477.012736842105,1.22,"26-100 books "
"2151",357.802492105263,0.43,"11-25 books "
"2152",421.900844736842,0.66,"0-10 books "
"2153",672.472757894737,1.87,"101-200 books "
"2154",526.044789473684,2.35,"11-25 books "
"2155",419.248365789474,0.53,"26-100 books "
"2156",573.236113157895,1.22,"0-10 books "
"2157",464.340647368421,2.79,"26-100 books "
"2158",626.872113157895,1.41,"11-25 books "
"2159",323.443152631579,-1.16,"11-25 books "
"2160",596.243465789474,0.23,"0-10 books "
"2161",410.68005,1.11,"26-100 books "
"2162",440.123894736842,1.1,"26-100 books "
"2163",606.578742105263,2.91,"101-200 books "
"2164",545.317357894737,1.31,"101-200 books "
"2165",342.6993,-0.97,"0-10 books "
"2166",324.931339473684,2.11,"0-10 books "
"2167",484.162571052632,2.72,"26-100 books "
"2168",557.017815789474,2.51,"201-500 books "
"2169",273.279565789474,1.27,"0-10 books "
"2170",320.729160526316,1.27,"201-500 books "
"2171",528.377507894737,2.03,"101-200 books "
"2172",405.518568421053,1.35,"11-25 books "
"2173",514.340244736842,3.78,"201-500 books "
"2174",622.698655263158,1.63,"More than 500 books"
"2175",479.259357894737,0.43,"0-10 books "
"2176",416.620476315789,2.15,"0-10 books "
"2177",544.42772368421,2.25,"26-100 books "
"2178",749.124302631579,1.4,"26-100 books "
"2179",540.147668421053,2.5,"0-10 books "
"2180",390.907339473684,3.26,"11-25 books "
"2181",537.527973684211,2.59,"26-100 books "
"2182",520.719328947368,3.4,"101-200 books "
"2183",246.410323684211,2.51,"11-25 books "
"2184",289.612668421053,0.0700000000000001,"11-25 books "
"2185",730.331421052632,1.4,"201-500 books "
"2186",499.068968421053,2.05,"More than 500 books"
"2187",510.691536842105,2.84,"101-200 books "
"2188",374.110976315789,3.18,"201-500 books "
"2189",495.727742105263,1.7,"More than 500 books"
"2190",505.074984210526,2.44,"26-100 books "
"2191",480.292476315789,3.2,"0-10 books "
"2192",506.747652631579,1.51,"11-25 books "
"2193",462.692578947368,0.73,"11-25 books "
"2194",521.932831578947,2.14,"26-100 books "
"2195",597.625063157895,2.79,"101-200 books "
"2196",478.361521052632,1.49,"26-100 books "
"2197",550.917502631579,5.09,"26-100 books "
"2198",407.195323684211,1.72,"11-25 books "
"2199",427.710089473684,1.67,"26-100 books "
"2200",340.669971052632,-0.75,"26-100 books "
"2201",379.948921052632,0.94,"0-10 books "
"2202",307.052657894737,1.19,"26-100 books "
"2203",476.582273684211,1.89,"26-100 books "
"2204",410.606257894737,0.71,"11-25 books "
"2205",577.327581578947,3,"26-100 books "
"2206",463.709292105263,1.86,"26-100 books "
"2207",547.756655263158,2.98,"26-100 books "
"2208",361.672586842105,0.29,"0-10 books "
"2209",640.954481578947,2.05,"More than 500 books"
"2210",453.283831578947,2.05,"26-100 books "
"2211",478.095047368421,1.18,"201-500 books "
"2212",366.473302631579,5.09,"26-100 books "
"2213",418.334136842105,-0.61,"0-10 books "
"2214",268.515752631579,0.53,"11-25 books "
"2215",461.823452631579,-0.24,"26-100 books "
"2216",434.478644736842,2.45,"101-200 books "
"2217",422.565005263158,1.17,"26-100 books "
"2218",360.541084210526,2.05,"26-100 books "
"2219",509.920792105263,2.92,"101-200 books "
"2220",412.971771052632,2.94,"11-25 books "
"2221",422.839684210526,1.26,"0-10 books "
"2222",616.750026315789,3.18,"26-100 books "
"2223",557.780355263158,1.85,"101-200 books "
"2224",583.673873684211,2.31,"More than 500 books"
"2225",521.584363157895,1.31,"26-100 books "
"2226",664.589084210526,2.55,"101-200 books "
"2227",330.4126,1.89,"11-25 books "
"2228",515.803831578947,2.71,"More than 500 books"
"2229",503.291621052632,1.12,"101-200 books "
"2230",563.015642105263,1.6,"11-25 books "
"2231",427.004939473684,0.43,"0-10 books "
"2232",528.6153,2.78,"201-500 books "
"2233",305.449686842105,0.03,"11-25 books "
"2234",431.321889473684,1.35,"11-25 books "
"2235",327.395236842105,2.06,"101-200 books "
"2236",459.658831578947,0.17,"0-10 books "
"2237",439.394155263158,-0.69,"0-10 books "
"2238",502.471697368421,2.15,"26-100 books "
"2239",321.614692105263,0.94,"11-25 books "
"2240",321.286718421053,0.92,"26-100 books "
"2241",507.743871052632,2.44,"0-10 books "
"2242",563.286205263158,2.25,"26-100 books "
"2243",530.972605263158,1.57,"201-500 books "
"2244",429.993607894737,1.16,"11-25 books "
"2245",406.580384210526,2.11,"101-200 books "
"2246",567.307989473684,3.76,"26-100 books "
"2247",541.496460526316,1.68,"26-100 books "
"2248",564.483313157895,1.26,"201-500 books "
"2249",476.401881578947,1.16,"11-25 books "
"2250",497.269210526316,3.2,"11-25 books "
"2251",478.386123684211,1.81,"201-500 books "
"2252",559.088155263158,1.89,"11-25 books "
"2253",473.659205263158,3.14,"0-10 books "
"2254",357.626213157895,-0.97,"0-10 books "
"2255",442.5591,3.03,"0-10 books "
"2256",317.658513157895,1.27,"26-100 books "
"2257",381.510897368421,0.75,"101-200 books "
"2258",643.278997368421,1.71,"26-100 books "
"2259",493.021944736842,1.72,"26-100 books "
"2260",431.502286842105,1.89,"0-10 books "
"2261",480.071092105263,1.96,"26-100 books "
"2262",324.607455263158,2.3,"11-25 books "
"2263",540.520739473684,1.89,"More than 500 books"
"2264",362.033355263158,0.96,"26-100 books "
"2265",367.613015789474,1.05,"11-25 books "
"2266",500.200468421053,1.81,"26-100 books "
"2267",474.962886842105,-0.25,"201-500 books "
"2268",297.430734210526,-2.19,"26-100 books "
"2269",433.830892105263,2.03,"26-100 books "
"2270",525.413447368421,1.27,"26-100 books "
"2271",728.937518421053,1.71,"More than 500 books"
"2272",241.7941,5.03,"0-10 books "
"2273",373.512447368421,0.43,"0-10 books "
"2274",499.499428947368,1.52,"11-25 books "
"2275",535.33465,0.59,"101-200 books "
"2276",455.813336842105,0.82,"26-100 books "
"2277",564.626807894737,2.73,"26-100 books "
"2278",466.890639473684,3.78,"0-10 books "
"2279",439.816418421053,0.53,"0-10 books "
"2280",365.206497368421,0.41,"0-10 books "
"2281",510.429152631579,2.33,"101-200 books "
"2282",475.770528947368,0.9,"26-100 books "
"2283",330.765163157895,1.76,"11-25 books "
"2284",483.941181578947,2.45,"26-100 books "
"2285",551.692339473684,3.87,"26-100 books "
"2286",501.450871052632,1.34,"26-100 books "
"2287",530.185465789474,3.27,"201-500 books "
"2288",462.167821052632,0.54,"26-100 books "
"2289",465.468063157895,3.2,"26-100 books "
"2290",666.007573684211,3.05,"26-100 books "
"2291",557.571271052632,-0.04,"0-10 books "
"2292",468.243534210526,0.61,"26-100 books "
"2293",727.896215789474,2.19,"201-500 books "
"2294",453.218242105263,1.87,"0-10 books "
"2295",452.230213157895,0.83,"26-100 books "
"2296",329.625455263158,-0.38,"26-100 books "
"2297",484.875907894737,1.89,"26-100 books "
"2298",367.05545,2.44,"11-25 books "
"2299",557.81315,1.86,"More than 500 books"
"2300",592.393876315789,1.44,"0-10 books "
"2301",466.320794736842,2.76,"0-10 books "
"2302",498.605710526316,-1.12,"11-25 books "
"2303",389.386357894737,0.46,"11-25 books "
"2304",552.003921052632,2.16,"More than 500 books"
"2305",355.687065789474,0.0700000000000001,"26-100 books "
"2306",475.475355263158,2.16,"26-100 books "
"2307",475.196584210526,1.35,"101-200 books "
"2308",445.125492105263,1.64,"26-100 books "
"2309",472.023439473684,1.86,"26-100 books "
"2310",469.534931578947,1.91,"26-100 books "
"2311",694.705276315789,2.15,"101-200 books "
"2312",468.387034210526,2.16,"101-200 books "
"2313",650.207447368421,0.4,"26-100 books "
"2314",519.075357894737,2.48,"26-100 books "
"2315",359.901526315789,1.87,"0-10 books "
"2316",347.192544736842,0.18,"26-100 books "
"2317",424.582039473684,0.43,"101-200 books "
"2318",642.705044736842,1.57,"26-100 books "
"2319",296.676397368421,5.09,"11-25 books "
"2320",316.240026315789,3.93,"0-10 books "
"2321",344.716339473684,0.35,"11-25 books "
"2322",555.275463157895,1.47,"26-100 books "
"2323",514.586213157895,1.38,"26-100 books "
"2324",495.051289473684,2.85,"201-500 books "
"2325",425.570052631579,0.49,"11-25 books "
"2326",524.589421052632,1.37,"201-500 books "
"2327",344.507265789474,-0.74,"26-100 books "
"2328",506.239292105263,1.54,"11-25 books "
"2329",516.308084210526,0.71,"101-200 books "
"2330",401.312294736842,0.83,"11-25 books "
"2331",310.057726315789,0.23,"11-25 books "
"2332",378.9486,3.99,"More than 500 books"
"2333",455.366465789474,2.78,"11-25 books "
"2334",328.903902631579,0.0700000000000001,"0-10 books "
"2335",509.092655263158,-0.63,"0-10 books "
"2336",341.575997368421,-0.2,"11-25 books "
"2337",471.515073684211,2.78,"11-25 books "
"2338",469.633328947368,3.32,"26-100 books "
"2339",510.121676315789,1.67,"201-500 books "
"2340",427.160731578947,1.04,"101-200 books "
"2341",345.733063157895,0.18,"0-10 books "
"2342",506.513963157895,2.45,"26-100 books "
"2343",393.477834210526,-0.02,"11-25 books "
"2344",611.74842631579,1.81,"201-500 books "
"2345",488.704997368421,-0.97,"11-25 books "
"2346",331.581005263158,2.25,"11-25 books "
"2347",233.615257894737,0.96,"11-25 books "
"2348",507.161713157895,3.33,"26-100 books "
"2349",459.872010526316,2.31,"11-25 books "
"2350",426.525292105263,0.39,"11-25 books "
"2351",538.938268421053,2.19,"11-25 books "
"2352",436.475184210526,2.59,"11-25 books "
"2353",287.956392105263,-0.71,"11-25 books "
"2354",442.395107894737,1.64,"26-100 books "
"2355",576.179686842105,3.2,"More than 500 books"
"2356",454.690031578947,2.83,"26-100 books "
"2357",331.900768421053,1.42,"11-25 books "
"2358",320.454497368421,2.16,"11-25 books "
"2359",578.869076315789,2.62,"201-500 books "
"2360",401.812455263158,0.71,"26-100 books "
"2361",377.657205263158,1.18,"201-500 books "
"2362",496.769055263158,3.33,"26-100 books "
"2363",365.333594736842,0.82,"0-10 books "
"2364",531.562957894737,1.86,"0-10 books "
"2365",404.452660526316,1.52,"101-200 books "
"2366",397.852192105263,0.4,"101-200 books "
"2367",344.089092105263,0.16,"11-25 books "
"2368",572.863044736842,1.35,"201-500 books "
"2369",483.03925,1.78,"26-100 books "
"2370",465.082694736842,2.92,"26-100 books "
"2371",331.872081578947,3.33,"101-200 books "
"2372",573.994544736842,2.31,"101-200 books "
"2373",625.634023684211,2.45,"101-200 books "
"2374",430.153486842105,2.14,"11-25 books "
"2375",581.886415789474,1.03,"11-25 books "
"2376",464.537434210526,2.44,"0-10 books "
"2377",520.776734210526,3.9,"101-200 books "
"2378",339.698347368421,1.28,"11-25 books "
"2379",599.961868421053,3.2,"201-500 books "
"2380",568.230413157895,2.03,"26-100 books "
"2381",402.357713157895,1.52,"0-10 books "
"2382",474.159363157895,2.32,"101-200 books "
"2383",521.412181578947,0.96,"11-25 books "
"2384",537.495181578947,2.76,"0-10 books "
"2385",341.535002631579,1.41,"26-100 books "
"2386",393.379439473684,1.14,"26-100 books "
"2387",424.249965789474,1.56,"101-200 books "
"2388",362.074352631579,0.65,"0-10 books "
"2389",357.548313157895,1.12,"26-100 books "
"2390",483.498418421053,0.36,"0-10 books "
"2391",596.255776315789,1.53,"101-200 books "
"2392",482.4776,2.72,"101-200 books "
"2393",328.399655263158,1.11,"26-100 books "
"2394",382.908889473684,3.42,"26-100 books "
"2395",369.088881578947,0.88,"0-10 books "
"2396",523.257021052632,2.44,"101-200 books "
"2397",573.256613157895,2.82,"More than 500 books"
"2398",356.379921052632,-0.31,"11-25 books "
"2399",598.547486842105,2.44,"101-200 books "
"2400",581.947902631579,2.15,"11-25 books "
"2401",510.199573684211,3.82,"11-25 books "
"2402",381.449394736842,3.79,"26-100 books "
"2403",561.621757894737,1.44,"0-10 books "
"2404",383.806710526316,1.1,"26-100 books "
"2405",441.837557894737,1.54,"26-100 books "
"2406",325.058428947368,0.87,"11-25 books "
"2407",556.259376315789,1.56,"26-100 books "
"2408",464.652221052632,1.27,"11-25 books "
"2409",498.32692368421,0.13,"11-25 books "
"2410",356.297918421053,3.93,"0-10 books "
"2411",493.743492105263,1.64,"11-25 books "
"2412",680.217044736842,2.79,"More than 500 books"
"2413",486.970828947368,0.49,"11-25 books "
"2414",369.560357894737,1.05,"201-500 books "
"2415",369.531647368421,-0.6,"0-10 books "
"2416",483.695197368421,1.31,"26-100 books "
"2417",494.653628947368,1.65,"26-100 books "
"2418",405.752247368421,1.89,"201-500 books "
"2419",639.626202631579,0.9,"201-500 books "
"2420",639.314618421053,0.93,"26-100 books "
"2421",535.970105263158,1.81,"26-100 books "
"2422",633.156910526316,2.59,"26-100 books "
"2423",549.298136842105,3.2,"201-500 books "
"2424",322.168155263158,0.46,"11-25 books "
"2425",400.209505263158,-0.13,"26-100 books "
"2426",431.567871052632,1.42,"11-25 books "
"2427",448.405231578947,1.5,"26-100 books "
"2428",453.710202631579,-0.04,"201-500 books "
"2429",657.759039473684,2.22,"More than 500 books"
"2430",485.273568421053,1.14,"11-25 books "
"2431",520.538936842105,1.16,"0-10 books "
"2432",467.788473684211,3.1,"0-10 books "
"2433",372.204634210526,2.17,"0-10 books "
"2434",396.200005263158,2.38,"More than 500 books"
"2435",510.78992631579,0.93,"11-25 books "
"2436",415.378278947368,1.81,"201-500 books "
"2437",532.477194736842,2.71,"201-500 books "
"2438",344.913128947368,0.0600000000000001,"0-10 books "
"2439",366.998057894737,1.12,"201-500 books "
"2440",331.302223684211,0.31,"0-10 books "
"2441",460.0032,1.08,"26-100 books "
"2442",598.760671052632,2.45,"201-500 books "
"2443",365.559076315789,0.57,"0-10 books "
"2444",498.622097368421,1.35,"26-100 books "
"2445",407.092836842105,0.83,"26-100 books "
"2446",512.925852631579,2.59,"201-500 books "
"2447",672.312863157895,0.71,"26-100 books "
"2448",508.908173684211,0.88,"11-25 books "
"2449",406.354902631579,-3.53,"11-25 books "
"2450",451.311892105263,2.53,"26-100 books "
"2451",378.833813157895,1.05,"0-10 books "
"2452",405.842431578947,2.28,"11-25 books "
"2453",535.408455263158,1.76,"26-100 books "
"2454",520.698831578947,-0.04,"0-10 books "
"2455",473.232839473684,2.05,"201-500 books "
"2456",466.2142,1.78,"101-200 books "
"2457",309.549368421053,0.87,"26-100 books "
"2458",372.815478947368,1.61,"0-10 books "
"2459",458.523215789474,-0.61,"11-25 books "
"2460",626.622042105263,2.76,"26-100 books "
"2461",483.900168421053,1.88,"11-25 books "
"2462",498.027644736842,2.65,"26-100 books "
"2463",480.485165789474,1.92,"201-500 books "
"2464",507.046928947368,2.15,"26-100 books "
"2465",348.693023684211,1.86,"26-100 books "
"2466",413.094757894737,-1.04,"0-10 books "
"2467",376.443694736842,1.4,"11-25 books "
"2468",664.187318421053,2.31,"201-500 books "
"2469",538.278226315789,2.44,"201-500 books "
"2470",529.923081578947,1.2,"101-200 books "
"2471",272.894194736842,0.44,"0-10 books "
"2472",482.908063157895,1.61,"26-100 books "
"2473",426.586773684211,1.78,"11-25 books "
"2474",388.398336842105,2.33,"0-10 books "
"2475",462.836073684211,1.42,"0-10 books "
"2476",436.466978947368,1.16,"26-100 books "
"2477",546.965421052632,1.68,"201-500 books "
"2478",348.652031578947,3.73,"More than 500 books"
"2479",410.991634210526,1.35,"26-100 books "
"2480",483.297531578947,4.84,"101-200 books "
"2481",494.276444736842,1.5,"101-200 books "
"2482",362.426921052632,1.6,"26-100 books "
"2483",666.757818421053,3.38,"26-100 books "
"2484",375.668865789474,2.46,"0-10 books "
"2485",386.811771052632,-0.1,"0-10 books "
"2486",515.406160526316,2.12,"201-500 books "
"2487",597.686555263158,1.2,"11-25 books "
"2488",466.365892105263,0.03,"26-100 books "
"2489",305.695671052632,0.79,"26-100 books "
"2490",514.114760526316,1.4,"26-100 books "
"2491",440.837226315789,0.6,"11-25 books "
"2492",556.197881578947,2.15,"26-100 books "
"2493",627.96672631579,3.2,"26-100 books "
"2494",417.219031578947,2.16,"11-25 books "
"2495",364.148789473684,4.03,"26-100 books "
"2496",407.847181578947,-2.04,"0-10 books "
"2497",522.806065789474,0.9,"101-200 books "
"2498",569.558707894737,0.71,"101-200 books "
"2499",561.338873684211,1.41,"26-100 books "
"2500",641.024181578947,3.78,"201-500 books "
"2501",305.400494736842,1.73,"0-10 books "
"2502",526.860642105263,2.37,"11-25 books "
"2503",500.130773684211,1.78,"26-100 books "
"2504",559.153742105263,1.05,"More than 500 books"
"2505",461.229010526316,1.18,"11-25 books "
"2506",482.329997368421,1.78,"11-25 books "
"2507",391.960957894737,0.13,"26-100 books "
"2508",231.245652631579,3.05,"11-25 books "
"2509",465.123694736842,-0.97,"0-10 books "
"2510",541.303776315789,2.59,"201-500 books "
"2511",487.4874,0.32,"26-100 books "
"2512",459.084873684211,0.36,"26-100 books "
"2513",388.623813157895,-2.04,"0-10 books "
"2514",420.707844736842,-0.31,"0-10 books "
"2515",429.887007894737,2.05,"101-200 books "
"2516",354.350576315789,2.37,"26-100 books "
"2517",390.829447368421,1.16,"11-25 books "
"2518",399.902015789474,1.6,"26-100 books "
"2519",500.643234210526,2.31,"26-100 books "
"2520",318.761326315789,5.03,"101-200 books "
"2521",455.817434210526,0.76,"101-200 books "
"2522",389.041992105263,1.95,"26-100 books "
"2523",489.278955263158,0.53,"0-10 books "
"2524",456.370892105263,1.87,"201-500 books "
"2525",305.929355263158,2.44,"More than 500 books"
"2526",648.276497368421,0.68,"101-200 books "
"2527",634.600002631579,3.2,"201-500 books "
"2528",529.820592105263,2.13,"101-200 books "
"2529",653.142813157895,2.44,"201-500 books "
"2530",487.020031578947,-1.29,"0-10 books "
"2531",558.268215789474,1.96,"11-25 books "
"2532",314.919944736842,0.75,"0-10 books "
"2533",463.15585,2.92,"201-500 books "
"2534",355.978144736842,-2.04,"0-10 books "
"2535",336.373515789474,0.2,"0-10 books "
"2536",625.129755263158,1.96,"101-200 books "
"2537",407.728292105263,1.41,"26-100 books "
"2538",535.859402631579,0.62,"26-100 books "
"2539",605.840805263158,2.16,"101-200 books "
"2540",592.783355263158,2.57,"26-100 books "
"2541",501.897739473684,1.11,"101-200 books "
"2542",423.233252631579,3.99,"11-25 books "
"2543",497.105228947368,2.43,"201-500 books "
"2544",303.670431578947,0.59,"26-100 books "
"2545",310.258610526316,-2.19,"0-10 books "
"2546",648.50197368421,2.37,"101-200 books "
"2547",443.128952631579,2.17,"201-500 books "
"2548",425.172386842105,2.67,"11-25 books "
"2549",701.9166,2.78,"101-200 books "
"2550",486.368178947368,2.7,"26-100 books "
"2551",539.840189473684,0.98,"26-100 books "
"2552",577.934339473684,3.9,"101-200 books "
"2553",343.670934210526,2.76,"11-25 books "
"2554",390.304676315789,1.29,"0-10 books "
"2555",342.502531578947,0.65,"0-10 books "
"2556",554.722005263158,1.16,"26-100 books "
"2557",728.543963157895,2.43,"201-500 books "
"2558",634.304826315789,0.68,"26-100 books "
"2559",480.579463157895,3.5,"26-100 books "
"2560",378.309042105263,2.17,"0-10 books "
"2561",526.61875,1.6,"0-10 books "
"2562",523.929371052632,0.54,"26-100 books "
"2563",530.591339473684,2.92,"201-500 books "
"2564",434.679526315789,0.82,"201-500 books "
"2565",440.804439473684,1.64,"26-100 books "
"2566",505.780131578947,1.64,"101-200 books "
"2567",353.419944736842,1.1,"11-25 books "
"2568",461.130602631579,1.6,"26-100 books "
"2569",278.941218421053,0.4,"26-100 books "
"2570",484.580728947368,2.31,"26-100 books "
"2571",401.578789473684,0.96,"11-25 books "
"2572",434.126071052632,2.3,"201-500 books "
"2573",506.575452631579,1.39,"101-200 books "
"2574",504.382134210526,3.29,"201-500 books "
"2575",381.560084210526,1.33,"101-200 books "
"2576",423.487423684211,3.85,"11-25 books "
"2577",473.429623684211,2.03,"More than 500 books"
"2578",375.492576315789,-3.28,"More than 500 books"
"2579",562.749155263158,2.62,"More than 500 books"
"2580",468.612507894737,3.15,"0-10 books "
"2581",260.287715789474,1.49,"0-10 books "
"2582",559.559621052632,1.64,"201-500 books "
"2583",425.196997368421,0.62,"101-200 books "
"2584",367.563818421053,-1.21,"11-25 books "
"2585",514.651805263158,2.45,"201-500 books "
"2586",449.758123684211,-0.63,"0-10 books "
"2587",685.944273684211,1.09,"More than 500 books"
"2588",605.496426315789,1.3,"26-100 books "
"2589",360.049110526316,2.46,"11-25 books "
"2590",394.642144736842,0.88,"11-25 books "
"2591",396.036028947368,1.81,"26-100 books "
"2592",549.007057894737,2.27,"26-100 books "
"2593",412.303521052632,-0.55,"0-10 books "
"2594",436.93435,0.73,"26-100 books "
