"row","math_score","WEALTH","ST28Q01"
"5217",375.295784210526,1.92,"26-100 books "
"5218",430.0592,1.19,"26-100 books "
"5219",616.770526315789,1.64,"101-200 books "
"5220",614.519802631579,2.13,"0-10 books "
"5221",420.925142105263,1.3,"101-200 books "
"5222",385.512176315789,0.0700000000000001,"26-100 books "
"5223",453.595413157895,2.01,"26-100 books "
"5224",575.080963157895,1.7,"201-500 books "
"5225",507.190418421053,2.44,"11-25 books "
"5226",536.0111,2.45,"101-200 books "
"5227",388.340939473684,1.34,"26-100 books "
"5228",567.611363157895,1.58,"26-100 books "
"5229",486.114007894737,1.58,"26-100 books "
"5230",569.366031578947,2.37,"26-100 books "
"5231",359.876931578947,3.36,"101-200 books "
"5232",389.976707894737,1.25,"26-100 books "
"5233",480.722939473684,2.15,"0-10 books "
"5234",613.966344736842,1.87,"101-200 books "
"5235",726.563821052632,1.87,"101-200 books "
"5236",555.591136842105,2.46,"26-100 books "
"5237",652.355671052632,1.18,"201-500 books "
"5238",708.303897368421,2.46,"101-200 books "
"5239",487.429994736842,1.81,"26-100 books "
"5240",588.072828947368,1.7,"26-100 books "
"5241",627.921626315789,0.54,"0-10 books "
"5242",320.606181578947,0.2,"101-200 books "
"5243",425.971828947368,0.69,"26-100 books "
"5244",424.331957894737,2.06,"0-10 books "
"5245",577.294789473684,0.65,"0-10 books "
"5246",331.048044736842,0.53,"0-10 books "
"5247",374.746436842105,1.81,"0-10 books "
"5248",473.9175,2.96,"11-25 books "
"5249",673.210692105263,2.46,"101-200 books "
"5250",697.616036842105,2.39,"26-100 books "
"5251",449.831921052632,3,"101-200 books "
"5252",427.095139473684,1.95,"26-100 books "
"5253",545.276355263158,1.83,"11-25 books "
"5254",416.891055263158,3.24,"0-10 books "
"5255",305.851465789474,1.52,"0-10 books "
"5256",710.115939473684,0.93,"26-100 books "
"5257",364.353768421053,2.44,"26-100 books "
"5258",489.725807894737,2.15,"11-25 books "
"5259",347.299126315789,2.84,"26-100 books "
"5260",433.006865789474,1.4,"101-200 books "
"5261",529.668902631579,2.03,"0-10 books "
"5262",532.760065789474,2.45,"26-100 books "
"5263",644.754881578947,2.59,"11-25 books "
"5264",605.808002631579,1.88,"201-500 books "
"5265",553.295321052632,3.22,"26-100 books "
"5266",671.279763157895,2.59,"26-100 books "
"5267",479.726718421053,2.78,"101-200 books "
"5268",314.780544736842,-0.12,"0-10 books "
"5269",373.295144736842,0.98,"0-10 books "
"5270",360.750155263158,1.77,"11-25 books "
"5271",384.327368421053,1.45,"0-10 books "
"5272",548.121531578947,0.75,"26-100 books "
"5273",392.375013157895,1.63,"11-25 books "
"5274",532.546871052632,2.92,"26-100 books "
"5275",632.312376315789,1.81,"More than 500 books"
"5276",373.516531578947,-2.8,"0-10 books "
"5277",609.452615789474,1.89,"201-500 books "
"5278",510.900610526316,2.73,"101-200 books "
"5279",602.183894736842,2.62,"26-100 books "
"5280",410.889144736842,1.32,"26-100 books "
"5281",335.086221052632,0.88,"11-25 books "
"5282",381.363307894737,3.36,"0-10 books "
"5283",321.676189473684,1.33,"101-200 books "
"5284",708.951636842105,1.89,"26-100 books "
"5285",484.014981578947,1.64,"201-500 books "
"5286",500.581736842105,2.44,"26-100 books "
"5287",429.825518421053,0.75,"26-100 books "
"5288",373.721513157895,1.16,"26-100 books "
"5289",637.395971052632,2.35,"201-500 books "
"5290",522.519089473684,1.18,"101-200 books "
"5291",515.881710526316,1.64,"26-100 books "
"5292",567.734357894737,1.87,"26-100 books "
"5293",619.562405263158,2.44,"0-10 books "
"5294",507.993955263158,2.43,"26-100 books "
"5295",446.494786842105,0.68,"11-25 books "
"5296",382.150442105263,1.33,"26-100 books "
"5297",411.192510526316,-0.48,"26-100 books "
"5298",431.280897368421,2.13,"201-500 books "
"5299",398.750015789474,1.11,"26-100 books "
"5300",272.873702631579,-1.42,"0-10 books "
"5301",396.679673684211,0.68,"11-25 books "
"5302",480.850023684211,0.49,"More than 500 books"
"5303",551.913707894737,2.05,"26-100 books "
"5304",593.144126315789,2.45,"101-200 books "
"5305",470.576252631579,0.83,"0-10 books "
"5306",498.003044736842,1.62,"26-100 books "
"5307",306.732889473684,2.37,"11-25 books "
"5308",496.629665789474,2.63,"0-10 books "
"5309",447.905071052632,2.12,"26-100 books "
"5310",277.32595,1.39,"0-10 books "
"5311",266.621702631579,-0.04,"11-25 books "
"5312",513.212828947368,2.59,"101-200 books "
"5313",517.308397368421,-0.12,"26-100 books "
"5314",268.528063157895,2.1,"11-25 books "
"5315",512.724971052632,2.08,"26-100 books "
"5316",470.322076315789,0.52,"26-100 books "
"5317",487.040531578947,1.76,"101-200 books "
"5318",589.38062368421,3.2,"101-200 books "
"5319",544.472826315789,0.95,"26-100 books "
"5320",397.458610526316,0.79,"0-10 books "
"5321",579.734102631579,2.72,"201-500 books "
"5322",504.16895,1.81,"101-200 books "
"5323",371.4913,-1,"0-10 books "
"5324",329.194997368421,1.83,"0-10 books "
"5325",522.539584210526,2.43,"201-500 books "
"5326",764.977736842105,0.49,"26-100 books "
"5327",395.261192105263,1.35,"101-200 books "
"5328",411.586086842105,-1.92,"0-10 books "
"5329",415.255289473684,1.58,"101-200 books "
"5330",369.683347368421,1.03,"26-100 books "
"5331",330.379789473684,0.54,"0-10 books "
"5332",338.378255263158,1.6,"0-10 books "
"5333",477.053731578947,2.05,"26-100 books "
"5334",445.158289473684,1.43,"26-100 books "
"5335",365.456586842105,0.49,"26-100 books "
"5336",366.198615789474,1.58,"11-25 books "
"5337",542.673068421053,1.5,"101-200 books "
"5338",391.050828947368,0.42,"26-100 books "
"5339",513.380913157895,2.44,"201-500 books "
"5340",388.295844736842,3.36,"0-10 books "
"5341",564.04875,1.81,"101-200 books "
"5342",472.929465789474,2.17,"26-100 books "
"5343",380.613068421053,1.25,"26-100 books "
"5344",493.763989473684,1.64,"0-10 books "
"5345",344.872131578947,0.53,"11-25 books "
"5346",401.906752631579,1.23,"101-200 books "
"5347",409.200084210526,2.22,"101-200 books "
"5348",430.116602631579,2.32,"26-100 books "
"5349",502.758665789474,2.43,"101-200 books "
"5350",512.712684210526,2.81,"0-10 books "
"5351",511.589363157895,1.81,"101-200 books "
"5352",485.220278947368,1.41,"26-100 books "
"5353",532.386997368421,0.69,"11-25 books "
"5354",432.301728947368,2.16,"201-500 books "
"5355",491.632165789474,0.53,"0-10 books "
"5356",370.285997368421,-0.56,"0-10 books "
"5357",512.585592105263,1.55,"26-100 books "
"5358",447.966555263158,2.85,"26-100 books "
"5359",309.414071052632,1.92,"11-25 books "
"5360",569.197928947368,2.31,"11-25 books "
"5361",543.218321052632,0.98,"11-25 books "
"5362",518.062744736842,2.51,"201-500 books "
"5363",362.779494736842,0.31,"26-100 books "
"5364",490.750731578947,2.43,"26-100 books "
"5365",583.928060526316,2.19,"More than 500 books"
"5366",368.769123684211,5.03,"101-200 books "
"5367",568.332907894737,1.81,"101-200 books "
"5368",502.434797368421,2.19,"0-10 books "
"5369",347.065457894737,0.36,"0-10 books "
"5370",277.723610526316,-0.41,"11-25 books "
"5371",335.451092105263,1.89,"101-200 books "
"5372",492.591492105263,-0.3,"0-10 books "
"5373",480.862326315789,3.87,"101-200 books "
"5374",367.588418421053,3.78,"26-100 books "
"5375",432.740381578947,-0.19,"0-10 books "
"5376",441.079115789474,1.72,"101-200 books "
"5377",603.167813157895,1.44,"0-10 books "
"5378",513.426010526316,1.4,"11-25 books "
"5379",487.876863157895,0.23,"11-25 books "
"5380",467.341615789474,2.99,"26-100 books "
"5381",490.791718421053,1.18,"11-25 books "
"5382",476.008315789474,2.41,"26-100 books "
"5383",577.089802631579,2.31,"101-200 books "
"5384",393.818115789474,0.32,"0-10 books "
"5385",418.342339473684,1.54,"More than 500 books"
"5386",592.164302631579,2.02,"101-200 books "
"5387",251.170047368421,2.65,"201-500 books "
"5388",460.286073684211,1.53,"26-100 books "
"5389",383.540226315789,1.19,"101-200 books "
"5390",568.275513157895,2.45,"0-10 books "
"5391",302.633215789474,3.36,"0-10 books "
"5392",478.427123684211,1.15,"26-100 books "
"5393",510.748931578947,1.71,"0-10 books "
"5394",520.182281578947,0.42,"26-100 books "
"5395",559.280828947368,2.91,"26-100 books "
"5396",662.121094736842,3.18,"201-500 books "
"5397",444.777015789474,2.15,"11-25 books "
"5398",421.98285,1.81,"101-200 books "
"5399",457.121126315789,4.96,"11-25 books "
"5400",532.575576315789,1.58,"26-100 books "
"5401",571.649544736842,3.19,"More than 500 books"
"5402",551.065094736842,1.18,"26-100 books "
"5403",585.576131578947,1.12,"More than 500 books"
"5404",355.379589473684,-0.04,"26-100 books "
"5405",647.981313157895,1.58,"201-500 books "
"5406",318.62195,-0.61,"26-100 books "
"5407",645.156647368421,1.89,"More than 500 books"
"5408",429.198268421053,2.13,"26-100 books "
"5409",473.163142105263,1.89,"101-200 books "
"5410",599.018944736842,3.9,"More than 500 books"
"5411",434.843513157895,1.36,"101-200 books "
"5412",396.864147368421,0.83,"11-25 books "
"5413",698.620471052632,1.46,"201-500 books "
"5414",379.707039473684,-0.48,"0-10 books "
"5415",349.414563157895,1.27,"More than 500 books"
"5416",389.591339473684,0.84,"101-200 books "
"5417",535.855315789474,2.16,"26-100 books "
"5418",365.948544736842,0.0600000000000001,"0-10 books "
"5419",604.643697368421,1.24,"26-100 books "
"5420",503.828681578947,2.23,"26-100 books "
"5421",540.172263157895,0.96,"201-500 books "
"5422",304.982334210526,0.88,"26-100 books "
"5423",551.876826315789,2.02,"0-10 books "
"5424",566.627439473684,2.78,"26-100 books "
"5425",546.0717,1.06,"101-200 books "
"5426",499.003371052632,2.78,"26-100 books "
"5427",579.795589473684,0.47,"26-100 books "
"5428",539.376926315789,1.58,"26-100 books "
"5429",292.921102631579,1.89,"101-200 books "
"5430",634.075239473684,2.43,"101-200 books "
"5431",365.153207894737,0.94,"11-25 books "
"5432",613.855652631579,1.64,"26-100 books "
"5433",266.773405263158,1.18,"0-10 books "
"5434",341.789186842105,-2.34,"11-25 books "
"5435",302.739810526316,-0.19,"11-25 books "
"5436",479.997297368421,0.03,"11-25 books "
"5437",612.707747368421,0.03,"26-100 books "
"5438",539.725397368421,2.04,"101-200 books "
"5439",462.995947368421,1.97,"0-10 books "
"5440",391.583781578947,3.05,"26-100 books "
"5441",607.123992105263,3.2,"26-100 books "
"5442",649.424410526316,2.72,"101-200 books "
"5443",521.662252631579,2.15,"201-500 books "
"5444",543.533994736842,0.79,"201-500 books "
"5445",673.018010526316,1.05,"101-200 books "
"5446",688.133497368421,1.29,"201-500 books "
"5447",443.391331578947,2.45,"101-200 books "
"5448",531.931931578947,1.53,"11-25 books "
"5449",495.621142105263,0.68,"26-100 books "
"5450",479.099465789474,0.31,"26-100 books "
"5451",519.653413157895,-1.12,"0-10 books "
"5452",426.955757894737,2.35,"0-10 books "
"5453",327.559215789474,-0.0600000000000001,"101-200 books "
"5454",508.768778947368,2.92,"26-100 books "
"5455",497.777573684211,0.9,"26-100 books "
"5456",432.641994736842,1.28,"26-100 books "
"5457",545.69452631579,1.64,"More than 500 books"
"5458",313.735121052632,-2.19,"0-10 books "
"5459",346.950668421053,3.36,"201-500 books "
"5460",564.348034210526,2.59,"101-200 books "
"5461",514.19675,0.95,"201-500 books "
"5462",419.211473684211,0.0800000000000001,"11-25 books "
"5463",327.608413157895,-2.04,"26-100 books "
"5464",662.235881578947,1.39,"201-500 books "
"5465",344.909034210526,-0.84,"11-25 books "
"5466",432.756776315789,2.59,"11-25 books "
"5467",432.166426315789,0.42,"11-25 books "
"5468",425.397876315789,1.32,"101-200 books "
"5469",437.901863157895,0.88,"101-200 books "
"5470",312.935692105263,1.42,"0-10 books "
"5471",601.040089473684,1.52,"201-500 books "
"5472",411.909960526316,0.68,"0-10 books "
"5473",305.539884210526,2.92,"11-25 books "
"5474",366.346210526316,2.33,"26-100 books "
"5475",440.226389473684,3.8,"101-200 books "
"5476",589.29862631579,0.88,"201-500 books "
"5477",451.553778947368,1.11,"0-10 books "
"5478",376.5175,2.15,"11-25 books "
"5479",441.374294736842,2.03,"26-100 books "
"5480",434.195773684211,-0.6,"0-10 books "
"5481",383.921494736842,-0.97,"0-10 books "
"5482",477.107034210526,-0.61,"0-10 books "
"5483",404.378855263158,3.99,"26-100 books "
"5484",396.700178947368,0.59,"26-100 books "
"5485",388.168760526316,0.88,"11-25 books "
"5486",494.686405263158,2.45,"11-25 books "
"5487",651.593131578947,2.45,"26-100 books "
"5488",358.757718421053,-3.19,"0-10 books "
"5489",503.144036842105,1.39,"26-100 books "
"5490",470.576244736842,3.83,"11-25 books "
"5491",628.409497368421,4.03,"201-500 books "
"5492",400.586668421053,0.76,"26-100 books "
"5493",639.470413157895,0.1,"26-100 books "
"5494",488.471305263158,2.15,"11-25 books "
"5495",568.275513157895,1.62,"11-25 books "
"5496",285.631889473684,0.88,"0-10 books "
"5497",525.515944736842,3.46,"11-25 books "
"5498",506.058913157895,1.28,"26-100 books "
"5499",503.865576315789,1.04,"101-200 books "
"5500",392.165942105263,5.03,"11-25 books "
"5501",470.117089473684,-0.24,"26-100 books "
"5502",636.498147368421,1.68,"101-200 books "
"5503",323.947402631579,-1.16,"0-10 books "
"5504",380.834444736842,1.36,"11-25 books "
"5505",440.296078947368,1.71,"0-10 books "
"5506",386.955252631579,-3.19,"11-25 books "
"5507",593.205621052632,0.67,"More than 500 books"
"5508",414.91502368421,0.83,"0-10 books "
"5509",601.901018421053,1.05,"101-200 books "
"5510",426.480181578947,0.87,"11-25 books "
"5511",428.263547368421,5.03,"11-25 books "
"5512",570.776302631579,0.42,"26-100 books "
"5513",584.850486842105,2.85,"201-500 books "
"5514",461.761957894737,0,"101-200 books "
"5515",538.405310526316,2.67,"26-100 books "
"5516",419.949418421053,2.06,"26-100 books "
"5517",629.799276315789,1.97,"26-100 books "
"5518",468.440321052632,0.94,"11-25 books "
"5519",433.531623684211,1.18,"0-10 books "
"5520",315.522578947368,0.94,"201-500 books "
"5521",203.117797368421,-1.09,"0-10 books "
"5522",553.319910526316,1.77,"26-100 books "
"5523",464.053673684211,1.71,"0-10 books "
"5524",343.072378947368,0.69,"11-25 books "
"5525",601.515647368421,2.15,"201-500 books "
"5526",569.829292105263,1.53,"11-25 books "
"5527",497.261007894737,0.01,"11-25 books "
"5528",485.048089473684,2.77,"26-100 books "
"5529",574.7776,2.65,"101-200 books "
"5530",590.26615,1.65,"26-100 books "
"5531",469.018378947368,2.16,"26-100 books "
"5532",556.152784210526,4.92,"26-100 books "
"5533",581.673242105263,2.44,"201-500 books "
"5534",442.165521052632,2.04,"0-10 books "
"5535",601.810826315789,2.19,"101-200 books "
"5536",280.470392105263,2.69,"101-200 books "
"5537",461.294592105263,-0.0499999999999998,"11-25 books "
"5538",506.612355263158,0.6,"101-200 books "
"5539",338.111781578947,1.27,"26-100 books "
"5540",463.073855263158,2.79,"26-100 books "
"5541",602.335584210526,2.05,"201-500 books "
"5542",457.170334210526,2.05,"201-500 books "
"5543",561.400355263158,3.78,"201-500 books "
"5544",376.763468421053,0.82,"11-25 books "
"5545",368.084471052632,1.81,"0-10 books "
"5546",549.080844736842,1.72,"201-500 books "
"5547",468.481321052632,2.43,"26-100 books "
"5548",628.458684210526,1.97,"201-500 books "
"5549",328.29715,2.3,"11-25 books "
"5550",279.556171052632,2.94,"26-100 books "
"5551",501.143389473684,1.17,"101-200 books "
"5552",541.906415789474,1.35,"26-100 books "
"5553",315.538984210526,2.45,"More than 500 books"
"5554",299.619971052632,2.72,"11-25 books "
"5555",610.813707894737,2.05,"26-100 books "
"5556",530.140368421053,3.33,"201-500 books "
"5557",548.174826315789,2.43,"26-100 books "
"5558",357.536007894737,-0.04,"11-25 books "
"5559",334.774639473684,1.64,"11-25 books "
"5560",512.597871052632,0.94,"26-100 books "
"5561",652.089181578947,1.89,"11-25 books "
"5562",455.989613157895,1.46,"11-25 books "
"5563",463.118944736842,-0.2,"11-25 books "
"5564",516.2056,3.74,"101-200 books "
"5565",450.200884210526,1.46,"26-100 books "
"5566",500.393160526316,1.41,"0-10 books "
"5567",529.033471052632,1.89,"101-200 books "
"5568",494.924186842105,2.48,"201-500 books "
"5569",562.080905263158,1.37,"26-100 books "
"5570",339.858234210526,0.43,"11-25 books "
"5571",232.881407894737,0.62,"26-100 books "
"5572",476.377278947368,5.03,"26-100 books "
"5573",619.045842105263,2.92,"26-100 books "
"5574",536.94582368421,2.16,"101-200 books "
"5575",472.039831578947,2.22,"26-100 books "
"5576",561.752931578947,1.1,"26-100 books "
"5577",562.572873684211,2.37,"101-200 books "
"5578",427.951963157895,3.42,"0-10 books "
"5579",521.297384210526,3.4,"11-25 books "
"5580",545.756021052632,1.88,"11-25 books "
"5581",405.949031578947,2.78,"11-25 books "
"5582",435.392868421053,0.93,"101-200 books "
"5583",527.582184210526,1.89,"26-100 books "
"5584",312.595418421053,1.92,"11-25 books "
"5585",680.807386842105,1.87,"101-200 books "
"5586",378.362352631579,1.29,"11-25 books "
"5587",559.74,1.81,"26-100 books "
"5588",455.473071052632,3.32,"201-500 books "
"5589",498.285923684211,3.78,"26-100 books "
"5590",443.834102631579,2.44,"0-10 books "
"5591",584.116642105263,2.15,"101-200 books "
"5592",560.764913157895,1.12,"101-200 books "
"5593",422.815078947368,3.2,"26-100 books "
"5594",339.103902631579,1.19,"0-10 books "
"5595",427.533805263158,1.9,"0-10 books "
"5596",617.713444736842,2.43,"201-500 books "
"5597",460.839536842105,2.27,"101-200 books "
"5598",522.580581578947,3.9,"More than 500 books"
"5599",450.959321052632,5.09,"26-100 books "
"5600",644.750786842105,1.26,"101-200 books "
"5601",534.535213157895,2.31,"101-200 books "
"5602",351.443902631579,2.67,"0-10 books "
"5603",546.621039473684,3.18,"201-500 books "
"5604",580.242457894737,1.18,"201-500 books "
"5605",505.607947368421,2.61,"26-100 books "
"5606",365.837847368421,1.65,"11-25 books "
"5607",317.982392105263,-0.0600000000000001,"0-10 books "
"5608",536.769539473684,1.77,"101-200 books "
"5609",398.446639473684,1.21,"11-25 books "
"5610",443.563515789474,1.5,"26-100 books "
"5611",318.503047368421,1.16,"0-10 books "
"5612",464.799810526316,2.16,"11-25 books "
"5613",493.021955263158,2.79,"11-25 books "
"5614",495.547334210526,0.59,"26-100 books "
"5615",663.482181578947,3.19,"More than 500 books"
"5616",625.769305263158,2.92,"26-100 books "
"5617",593.525397368421,1.87,"26-100 books "
"5618",510.035589473684,1.41,"26-100 books "
"5619",459.32265,0.69,"26-100 books "
"5620",560.933005263158,1.53,"More than 500 books"
"5621",461.060915789474,0.97,"26-100 books "
"5622",584.752086842105,3.2,"201-500 books "
"5623",432.527213157895,0.9,"0-10 books "
"5624",383.433631578947,1.77,"11-25 books "
"5625",445.080386842105,2.61,"26-100 books "
"5626",474.643115789474,-0.33,"101-200 books "
"5627",485.212076315789,2.05,"26-100 books "
"5628",503.873781578947,2.87,"101-200 books "
"5629",325.976744736842,-3.19,"0-10 books "
"5630",557.456486842105,1.41,"More than 500 books"
"5631",395.552263157895,0.15,"26-100 books "
"5632",446.244692105263,1.05,"26-100 books "
"5633",356.990755263158,0.84,"101-200 books "
"5634",357.7533,2.84,"0-10 books "
"5635",385.2047,1.86,"0-10 books "
"5636",481.932342105263,2.05,"101-200 books "
"5637",483.785394736842,3.19,"26-100 books "
"5638",368.174657894737,1.33,"11-25 books "
"5639",583.239310526316,1.23,"26-100 books "
"5640",686.551026315789,2.22,"101-200 books "
"5641",513.26612631579,0.4,"11-25 books "
"5642",335.738065789474,-0.11,"11-25 books "
"5643",541.213589473684,1.16,"26-100 books "
"5644",431.276797368421,0.46,"11-25 books "
"5645",466.341286842105,1.9,"0-10 books "
"5646",549.470313157895,3.19,"11-25 books "
"5647",531.538368421053,1.57,"11-25 books "
"5648",403.673710526316,0.88,"11-25 books "
"5649",500.319368421053,0.88,"101-200 books "
"5650",366.547086842105,0.2,"0-10 books "
"5651",578.864968421053,1.89,"26-100 books "
"5652",577.749855263158,1.66,"101-200 books "
"5653",386.824071052632,0.53,"11-25 books "
"5654",475.253981578947,3.08,"201-500 books "
"5655",560.543536842105,3.24,"More than 500 books"
"5656",413.717913157895,1.67,"26-100 books "
"5657",376.960252631579,1.02,"0-10 books "
"5658",479.8579,1.41,"26-100 books "
"5659",635.604413157895,1.47,"26-100 books "
"5660",472.441594736842,1.64,"26-100 books "
"5661",362.152239473684,1.34,"0-10 books "
"5662",306.982963157895,0.74,"11-25 books "
"5663",539.569613157895,1.83,"201-500 books "
"5664",414.033594736842,3.08,"101-200 books "
"5665",459.835105263158,1.2,"11-25 books "
"5666",466.283905263158,1.35,"11-25 books "
"5667",456.473381578947,0.13,"11-25 books "
"5668",521.789339473684,3.78,"26-100 books "
"5669",489.582323684211,0.75,"26-100 books "
"5670",499.864294736842,2.16,"201-500 books "
"5671",459.043876315789,1.39,"11-25 books "
"5672",317.576513157895,1.07,"0-10 books "
"5673",432.933071052632,0.68,"26-100 books "
"5674",576.720834210526,3.91,"101-200 books "
"5675",310.894052631579,-0.6,"0-10 books "
"5676",399.086178947368,1.11,"0-10 books "
"5677",543.124036842105,0.15,"11-25 books "
"5678",577.188202631579,2.07,"More than 500 books"
"5679",369.256984210526,-0.0600000000000001,"0-10 books "
"5680",488.37292368421,1.89,"101-200 books "
"5681",385.331786842105,0.4,"11-25 books "
"5682",553.528997368421,2.13,"26-100 books "
"5683",564.7662,2.92,"201-500 books "
"5684",469.703031578947,2.61,"26-100 books "
"5685",642.504165789474,1.12,"101-200 books "
"5686",438.393828947368,2.71,"26-100 books "
"5687",568.275510526316,1.62,"0-10 books "
"5688",558.284610526316,1.62,"26-100 books "
"5689",417.907760526316,1.26,"201-500 books "
"5690",542.591068421053,3.42,"26-100 books "
"5691",386.143515789474,0.84,"11-25 books "
"5692",434.093278947368,1.55,"0-10 books "
"5693",583.173721052632,0.94,"11-25 books "
"5694",600.740815789474,0.84,"0-10 books "
"5695",600.658815789474,1.57,"More than 500 books"
"5696",440.52565,1.39,"0-10 books "
"5697",499.585528947368,0.71,"26-100 books "
"5698",475.450760526316,2.78,"26-100 books "
"5699",618.557984210526,2.72,"26-100 books "
"5700",486.933931578947,1.35,"0-10 books "
"5701",600.023365789474,1.92,"101-200 books "
"5702",462.872971052632,-1.7,"101-200 books "
"5703",455.772342105263,0.82,"11-25 books "
"5704",432.035242105263,2.72,"26-100 books "
"5705",525.023976315789,-0.52,"11-25 books "
"5706",532.768263157895,1.78,"101-200 books "
"5707",483.322126315789,0.53,"0-10 books "
"5708",306.884581578947,0.36,"0-10 books "
"5709",415.972728947368,1.64,"0-10 books "
"5710",409.343571052632,2.92,"201-500 books "
"5711",372.536723684211,3.78,"11-25 books "
"5712",418.649815789474,1.79,"0-10 books "
"5713",439.443342105263,2.31,"26-100 books "
"5714",432.818278947368,2.79,"201-500 books "
"5715",502.041221052632,3,"0-10 books "
"5716",282.811310526316,-0.28,"11-25 books "
"5717",458.642105263158,3.15,"11-25 books "
"5718",494.268257894737,0.52,"26-100 books "
"5719",478.550107894737,1.16,"101-200 books "
"5720",490.447357894737,1.64,"201-500 books "
"5721",413.984392105263,1.12,"More than 500 books"
"5722",607.435568421053,2.78,"101-200 books "
"5723",268.815036842105,2.7,"11-25 books "
"5724",379.157686842105,-0.61,"0-10 books "
"5725",586.703531578947,0.45,"11-25 books "
"5726",521.481865789474,2.31,"0-10 books "
"5727",455.780536842105,1.39,"26-100 books "
"5728",345.696165789474,1.27,"0-10 books "
"5729",407.187123684211,2.31,"More than 500 books"
"5730",626.773728947368,2.12,"26-100 books "
"5731",603.282602631579,2.03,"26-100 books "
"5732",548.187126315789,1.53,"26-100 books "
"5733",520.821818421053,1.54,"101-200 books "
"5734",657.008802631579,2.02,"201-500 books "
"5735",676.264963157895,1.95,"201-500 books "
"5736",340.009928947368,1.89,"11-25 books "
"5737",375.677060526316,1.77,"0-10 books "
"5738",514.44272631579,0.65,"0-10 books "
"5739",399.311665789474,1.27,"11-25 books "
"5740",540.209168421053,2.42,"26-100 books "
"5741",318.441560526316,2.33,"201-500 books "
"5742",444.727815789474,1.77,"11-25 books "
"5743",364.788334210526,1.12,"0-10 books "
"5744",534.174452631579,0.23,"11-25 books "
"5745",493.157247368421,1.19,"11-25 books "
"5746",337.423028947368,0.68,"0-10 books "
"5747",659.68587368421,3.17,"26-100 books "
"5748",449.692523684211,2.69,"11-25 books "
"5749",511.982934210526,2.31,"11-25 books "
"5750",486.774044736842,1.96,"0-10 books "
"5751",387.824384210526,0.31,"101-200 books "
"5752",540.492036842105,2.92,"26-100 books "
"5753",586.002494736842,1.38,"26-100 books "
"5754",472.392402631579,-0.04,"101-200 books "
"5755",440.525660526316,2.51,"201-500 books "
"5756",546.104497368421,1.7,"0-10 books "
"5757",490.828628947368,3.24,"26-100 books "
"5758",464.750623684211,1.18,"11-25 books "
"5759",399.938905263158,0.49,"0-10 books "
"5760",366.920165789474,1.1,"0-10 books "
"5761",375.033413157895,0.0800000000000001,"26-100 books "
"5762",520.186365789474,2.05,"26-100 books "
"5763",366.743881578947,-0.49,"11-25 books "
"5764",342.162257894737,-0.75,"26-100 books "
"5765",540.627336842105,3.78,"26-100 books "
"5766",446.966247368421,0.6,"0-10 books "
"5767",480.066992105263,2.06,"11-25 books "
"5768",583.095818421053,3.77,"201-500 books "
"5769",488.327821052632,1.51,"101-200 books "
"5770",380.432673684211,3.79,"101-200 books "
"5771",352.120347368421,0.39,"0-10 books "
"5772",377.7269,1.97,"11-25 books "
"5773",351.628381578947,1.58,"0-10 books "
"5774",400.057802631579,-0.24,"11-25 books "
"5775",392.120836842105,-0.71,"0-10 books "
"5776",515.197063157895,-0.02,"11-25 books "
"5777",385.569573684211,2.02,"0-10 books "
"5778",356.937465789474,1.11,"11-25 books "
"5779",471.966028947368,3.19,"101-200 books "
"5780",454.021781578947,1.71,"0-10 books "
"5781",381.269015789474,3.47,"26-100 books "
"5782",326.144842105263,0.74,"11-25 books "
"5783",373.34025,1.46,"101-200 books "
"5784",470.691047368421,2.31,"26-100 books "
"5785",425.131394736842,1.12,"0-10 books "
"5786",405.600557894737,2.06,"101-200 books "
"5787",527.3936,2.44,"26-100 books "
"5788",447.663189473684,1.3,"101-200 books "
"5789",362.795884210526,0.42,"0-10 books "
"5790",506.70255,2.42,"101-200 books "
"5791",353.247757894737,-0.04,"0-10 books "
"5792",402.214234210526,3.2,"26-100 books "
"5793",621.284268421053,1.05,"201-500 books "
"5794",526.831936842105,2.27,"26-100 books "
"5795",601.786226315789,2.77,"26-100 books "
"5796",304.0804,0.88,"0-10 books "
"5797",567.42687631579,1.49,"26-100 books "
"5798",506.403268421053,0.96,"More than 500 books"
"5799",423.118460526316,2.22,"26-100 books "
"5800",406.875560526316,1.89,"11-25 books "
"5801",377.193939473684,2.67,"11-25 books "
"5802",375.660652631579,-0.0600000000000001,"26-100 books "
"5803",584.604505263158,2.44,"101-200 books "
"5804",328.789131578947,1.95,"0-10 books "
"5805",409.265665789474,2.23,"More than 500 books"
"5806",628.770260526316,1.39,"26-100 books "
"5807",423.7293,-1.09,"0-10 books "
"5808",753.888131578947,1.39,"11-25 books "
"5809",541.455463157895,1.58,"11-25 books "
"5810",585.699115789474,2.31,"26-100 books "
"5811",477.644078947368,2.15,"11-25 books "
"5812",410.257786842105,1.11,"0-10 books "
"5813",506.099915789474,4.14,"26-100 books "
"5814",642.709144736842,1.65,"0-10 books "
"5815",549.908981578947,1.32,"11-25 books "
"5816",572.641663157895,0.88,"26-100 books "
"5817",383.995294736842,1.15,"0-10 books "
"5818",227.014778947368,3.93,"More than 500 books"
"5819",459.589131578947,1.42,"0-10 books "
"5820",393.7894,2.15,"0-10 books "
"5821",531.005410526316,2.45,"0-10 books "
